store,item,mean,std,cv
1,1,19.971522453450163,6.741022204814112,0.33753171399557336
1,2,53.14895947426068,15.005779398454088,0.28233439651290226
1,3,33.20810514786418,10.072529304963512,0.3033153882196539
1,4,19.95618838992333,6.640617856680388,0.33275983003014237
1,5,16.612814895947427,5.672102368390276,0.34142933656438584
1,6,53.06078860898138,14.826415753312865,0.2794232076453394
1,7,52.78368017524644,15.073837512491583,0.2855776153243791
1,8,69.47207009857613,18.75197999518291,0.269921134760705
1,9,46.50492880613363,13.247495615289699,0.2848621846195034
1,10,66.35432639649507,18.283007318668947,0.2755360247261086
1,11,63.217962760131435,17.230416731004862,0.27255571009749885
1,12,63.23384446878423,17.63687215477114,0.27891506997455595
1,13,76.1593647316539,20.374851875929718,0.26752917317154795
1,14,53.14895947426068,14.769971072823912,0.27789765253968535
1,15,79.68072289156626,21.72579883545793,0.27266066429923763
1,16,23.332420591456735,7.6147377184698835,0.3263586685582915
1,17,29.972070098576122,9.116823995621408,0.304177321273999
1,18,76.34556407447974,21.0531089568771,0.2757607362274318
1,19,36.67688937568455,11.10061986993504,0.3026597963701455
1,20,42.89047097480832,12.181551157384636,0.2840153274264453
1,21,36.1763417305586,10.840796057378663,0.29966534864472794
1,22,72.78148959474261,19.808007435050463,0.2721572139474499
1,23,26.46987951807229,8.460734233286027,0.3196362955679291
1,24,60.0,16.642839589115848,0.27738065981859744
1,25,72.73603504928806,19.7993879647175,0.27220878827531436
1,26,43.23603504928806,12.84890633145044,0.29718049577864825
1,27,20.05093099671413,6.640278233867997,0.33117056933447037
1,28,79.56681270536693,21.460002283316964,0.26971046789045816
1,29,63.08652792990142,17.27708639482617,0.2738633264779384
1,30,36.31818181818182,10.938035594429483,0.30117244440231367
1,31,53.008214676889374,14.954009436787588,0.2821073965222086
1,32,39.83789704271632,11.464107598378614,0.28776889468051453
1,33,62.755750273822564,17.178148984470695,0.2737302782536607
1,34,23.274917853231106,7.499406049090722,0.3222097751915214
1,35,59.49507119386637,16.482759039571405,0.27704410985343425
1,36,69.30996714129245,19.17064763482564,0.2765929407489856
1,37,26.424424972617743,8.312725700591358,0.3145849231991009
1,38,73.34446878422781,19.948156493046685,0.27197901660085905
1,39,39.69496166484118,11.78345935314825,0.29685025149136635
1,40,26.44359255202629,8.208805497101118,0.31042701482223917
1,41,20.00273822562979,6.684883224925373,0.3341984057142705
1,42,33.10569550930997,9.623902912510415,0.2907023327694168
1,43,46.24260679079956,13.34510376975674,0.28858891606456505
1,44,26.59419496166484,8.364186487527249,0.3145117383543328
1,45,72.72070098576123,19.7303404146561,0.27131669727055185
1,46,52.84501642935378,14.93241650978328,0.2825700041127962
1,47,19.81434830230011,6.554390521574377,0.33079011338533515
1,48,46.5460021905805,13.416420848807777,0.2882400252952949
1,49,26.461664841182913,8.299193442867072,0.3136308124480075
1,50,59.34282584884995,16.380064579440493,0.2760243440573859
2,1,28.173603504928806,8.6810127459478,0.30812575127030195
2,2,75.31653888280394,20.33226790341633,0.26995754458465343
2,3,46.99233296823658,13.546306025549484,0.2882663015412707
2,4,28.234939759036145,8.655292492651848,0.3065454563217851
2,5,23.54052573932092,7.757471028920607,0.32953686399462667
2,6,74.94523548740416,20.31921317035493,0.2711208129270596
2,7,75.05859802847755,20.456364920469728,0.27253859594750884
2,8,99.09036144578313,26.278863743512723,0.2652010080505266
2,9,65.47809419496167,18.191487152079485,0.27782554418755917
2,10,94.09748083242059,24.927276674708015,0.2649090757179921
2,11,89.30996714129245,24.163105109792117,0.27055328630414766
2,12,89.35049288061336,24.078885021248897,0.2694879932382932
2,13,107.90306681270536,28.47970527423545,0.26393786678621095
2,14,75.35980284775465,20.077174520540325,0.2664175563343917
2,15,112.578860898138,29.676051356715117,0.2636023416826555
2,16,32.95016429353779,9.843778786366071,0.29874748722562944
2,17,42.568455640744794,12.276136624995903,0.2883857645341891
2,18,108.1171960569551,28.581274836103475,0.26435456965649695
2,19,51.81982475355969,14.432644169475548,0.2785158814819056
2,20,60.97809419496166,16.97613350895492,0.27839724630747115
2,21,51.75629791894852,14.69314540724072,0.2838909658927017
2,22,103.00985761226725,27.062057779618048,0.2627132820771444
2,23,37.56900328587076,11.089123526909509,0.2951668278907999
2,24,84.78258488499452,22.555607828050007,0.26604057730306446
2,25,103.42606790799562,27.691475560575665,0.26774174171649917
2,26,61.10350492880613,17.032884191267385,0.2787546182680192
2,27,28.338992332968235,8.836200874140442,0.3118036368520001
2,28,112.63800657174151,29.52652601087096,0.2621364396400685
2,29,88.973713033954,23.452998619221862,0.2635946935278712
2,30,51.825301204819276,14.838773184979061,0.2863229511457078
2,31,75.27656078860898,20.380803979487027,0.27074568452615994
2,32,56.7552026286966,15.876191799940827,0.27973103899929513
2,33,89.31161007667032,24.056323109956267,0.26935269769859604
2,34,33.09145673603505,9.781439699200009,0.29558806604450505
2,35,84.66265060240964,22.91380146132052,0.2706482882153982
2,36,98.77053669222344,25.99461329735309,0.26318185734227906
2,37,37.359255202628695,10.991711163157817,0.29421654964857036
2,38,103.24917853231106,27.084663038841015,0.2623232787306397
2,39,56.164293537787515,15.769516491552615,0.280774768064034
2,40,37.57064622124863,11.073091823924942,0.29472721226877363
2,41,28.069550930996716,8.513781479806589,0.3033102132889831
2,42,47.36801752464403,13.564916315369606,0.286372895135673
2,43,65.78532311062432,17.806260968444878,0.27067224308531473
2,44,37.785870755750274,11.121034628755176,0.29431727802813096
2,45,103.38116100766703,27.366740257019277,0.2647168980331889
2,46,75.21960569550932,20.568588075171416,0.27344716693189713
2,47,28.187842278203725,8.623592046243944,0.30593303173517983
2,48,66.02847754654984,18.064276700011135,0.2735831170312216
2,49,37.71193866374589,11.18498209714685,0.29658995250486697
2,50,84.62212486308871,22.877772500961928,0.2703521394431561
3,1,25.07009857612267,7.897390843010358,0.31501235701290825
